id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
11156,An Oasis in the City,40855,Colleen,,Sydney,-33.86767,151.22497,Private room,65,90,193,2020-03-13,1.07,1,364,0,
14250,Manly Harbour House,55948,Heidi,,Manly,-33.80084,151.26378,Entire home/apt,600,14,3,2021-06-01,0.03,2,13,0,Exempt
15253,Unique Designer Rooftop Apartment in City Location,59850,Morag,,Sydney,-33.87964,151.2168,Private room,118,1,581,2024-08-20,3.81,1,248,66,PID-STRA-24061-7
58506,"Studio Yindi @ Mosman, Sydney",279955,John,,Mosman,-33.81748,151.23484,Entire home/apt,190,2,419,2024-09-01,2.51,1,193,30,PID-STRA-2810
68999,A little bit of Sydney - Australia,333581,Bryan,,Hornsby,-33.72966,151.05226,Private room,115,1,108,2024-06-02,0.67,1,318,11,PID-STRA-9081
71866,A Jewel Amongst Greenery,292913,Marzena,,Randwick,-33.91079861535685,151.2512006610632,Entire home/apt,253,3,21,2024-07-15,0.30,5,322,9,PID-STRA-23689
71867,Quiet and bright apt with green aspect,292913,Marzena,,Randwick,-33.90535,151.2529,Entire home/apt,261,2,0,,,5,52,0,PID-STRA-63764
75702,Beachside haven with gorgeous sea & Headland views,402292,Helen,,Randwick,-33.96643,151.24885,Entire home/apt,,4,337,2024-08-04,2.06,1,7,15,PID-STRA-4737
81235,"Huge, modern coastal home close to Manly Beach",440036,Kristjan,,Warringah,-33.77462,151.27293,Entire home/apt,490,6,0,,,1,349,0,PID-STRA-57836
86853,Bondi Beach Break 2 Bedroom Apt,476047,Ann,,Waverley,-33.894576,151.266382,Entire home/apt,290,2,173,2024-04-14,1.19,2,248,12,PID-STRA-6436
87709,Room + own Bathroom in Family Home!,480315,Marianne,,Ku-Ring-Gai,-33.70174,151.12481,Private room,70,90,22,2021-05-07,0.14,1,1,0,
103273,Hastings Family Hideaway—Footsteps to Bondi Beach,185783910,Annie,,Waverley,-33.88978958129883,151.28421020507812,Entire home/apt,190,2,99,2024-02-23,0.61,52,189,13,PID-STRA-4507
104393,Beach Side Opposite Bondi Beach,543277,Joseph,,Waverley,-33.8886,151.27887,Entire home/apt,227,7,83,2023-01-05,0.51,3,365,0,PID-STRA-41785
105938,Secret Beach Hideaway with Tropical Gardens,549372,Susanne,,Pittwater,-33.64793,151.31775,Entire home/apt,340,14,21,2024-01-04,0.22,1,246,2,PID-STRA-6470
118658,Luxury apartment by the beach,599232,James,,Waverley,-33.88918,151.28414,Entire home/apt,225,90,5,2012-04-15,0.03,1,90,0,
135691,Private room for your Bondi holiday,501973,Francine,,Waverley,-33.88823,151.26238,Private room,180,3,40,2023-11-03,0.26,2,89,2,PID-STRA-15719
153444,Large Modern Art Deco Apt - Walk everywhere,733574,Tobias,,Sydney,-33.87249,151.22479,Entire home/apt,186,5,261,2024-08-30,1.78,3,37,15,PID-STRA-6256
154958,Sydney Harbour Exclusive Water edge apartment!,745322,Brendan,,North Sydney,-33.84568,151.22382,Entire home/apt,186,3,50,2024-08-12,0.31,1,38,29,PID-STRA-45134
219030,The Beachhouse Eco Retreat,490291,Ingrid,,Waverley,-33.89286,151.26631,Entire home/apt,300,4,105,2024-06-30,0.68,2,224,7,PID-STRA-8961
225478,Le Soleil Beach Front Luxury Villa,1174760,Christian,,Sutherland Shire,-34.08323,151.15674,Entire home/apt,630,2,40,2023-12-27,0.28,1,67,3,PID-STRA-8241
249100,Rainforest garden apartment - deck,1305178,Judy,,North Sydney,-33.84357,151.21512,Private room,101,1,93,2024-07-02,0.60,2,58,7,PID-STRA-22297
266445,"Comfortable, Clean & Convenient",1228683,Sanchia,,Sydney,-33.90269,151.20162,Entire home/apt,190,3,121,2024-08-27,0.78,1,68,20,PID-STRA-57516
276617,Potts Point Apt - Sunny with Views,1261500,Hugh,,Sydney,-33.8727,151.22403,Entire home/apt,190,7,382,2024-08-11,2.48,5,9,21,PID-STRA-8777
287388,Your own little Sydney terrace close to everything,1495023,Jess,,Sydney,-33.90002,151.19963,Entire home/apt,300,5,16,2024-01-27,0.20,1,242,3,PID-STRA-13886
290146,Bellevue Hill Designer | Central location + views,113874,Bondi Beach Holiday Homes,,Woollahra,-33.88596,151.25758,Entire home/apt,273,5,68,2024-08-31,0.53,42,44,17,PID-STRA-18604
292905,Light filled Apartment in Potts Point,1502813,Todd,,Sydney,-33.87425,151.223,Entire home/apt,225,3,10,2024-08-15,0.07,1,175,6,PID-STRA-62376
340563,Resort Style minutes from the City,1727971,Gregory,,North Sydney,-33.83655,151.19656,Private room,155,3,25,2024-02-25,0.18,1,358,6,PID-STRA-9088
357475,"2Bed/2Bath/Parking, Entire Terrace in Surry Hills",1808926,Kristi,,Sydney,-33.88159,151.21492,Entire home/apt,260,7,47,2024-08-08,0.31,1,57,1,PID-STRA-66586
360141,Massive Warehouse Loft Apartment,1821747,Scott,,Marrickville,-33.91701,151.15206,Entire home/apt,116,7,207,2024-08-29,1.36,1,31,21,PID-STRA-1700
363282,Lux pad in Potts Point,1835060,Sarah,,Sydney,-33.87112,151.22452,Entire home/apt,364,2,105,2024-02-10,0.71,1,359,6,PID-STRA-8581
366856,Bondi Studio 5  - rooftop pool,1852102,Ann And Mad,,Waverley,-33.89465,151.26372,Entire home/apt,240,2,185,2024-08-27,1.25,3,246,23,PID-STRA-6434-2
366857,Studio 8-  in the Heart of Bondi,1852102,Ann And Mad,,Waverley,-33.89247,151.26267,Entire home/apt,193,2,165,2024-05-09,1.28,3,244,18,PID-STRA-6430
374072,Modern family house ideally located in Bondi Beach,1882151,Pascal,,Waverley,-33.884981324684766,151.27419278040983,Entire home/apt,,6,14,2023-12-26,0.11,1,6,1,PID-STRA-51937
379498,EntireModern DesignerTerrace House,1817516,Micky,,Sydney,-33.88331,151.21261,Entire home/apt,203,90,47,2022-04-22,0.34,2,173,0,PID-STRA-38235
386997,Beautiful 2 Bedroom Apt Min Walk to the City,1936434,Thais,,Sydney,-33.88721,151.19794,Entire home/apt,245,7,269,2024-08-29,1.79,15,268,23,PID-STRA-12323-2
410073,Sydney Opera House-20min walk,2041405,Tabitha,,Sydney,-33.87139,151.22104,Entire home/apt,175,14,259,2024-08-14,1.74,1,89,26,PID-STRA-30125
411828,Private garden studio with bathroom,1391360,David,,Lane Cove,-33.80525,151.15999,Private room,89,2,204,2024-08-18,1.37,1,211,38,PID-STRA-8871-2
413968,*FULLY FURNISHED ROOM*,2059690,Deyaco,,Parramatta,-33.82469,151.02031,Private room,71,168,0,,,2,358,0,
446497,Lovely Family Home Close to Manly!,2200681,Sarah,,Manly,-33.79529,151.27065,Entire home/apt,625,90,11,2019-12-30,0.08,1,363,0,PID-STRA-20417
465977,An Oasis in the centre of vibrant Surry Hills,77867,Lindy,,Sydney,-33.88738,151.21303,Entire home/apt,,90,42,2019-01-04,0.29,1,89,0,
466383,Huge Modern Beach House Nth Curl Curl Beach Views,2315641,John,,Warringah,-33.762707,151.298065,Entire home/apt,1280,5,3,2023-01-08,0.03,1,2,0,PID-STRA-33596
471389,Sunny cosy bedroom near transport,490818,Craig,,Sydney,-33.90224,151.20504,Private room,93,6,232,2024-07-18,1.56,1,117,20,PID-STRA-11084
472566,Manly Sunshine Cottage - quiet family retreat,2343880,Clive & Terese,,Warringah,-33.78446,151.2747,Entire home/apt,278,5,123,2024-08-31,0.83,1,189,15,PID-STRA-7520-2
475512,"Sunny Bondi Studio with Garage, Pool and Balcony",2357596,Loretta,,Waverley,-33.89375,151.26337,Entire home/apt,120,7,85,2024-06-07,0.57,1,159,4,PID-STRA-2073
479359,Private studio apartment,2374584,Dorothee,,Randwick,-33.91737,151.24445,Entire home/apt,150,3,29,2024-04-15,0.21,1,46,20,PID-STRA-54010
498008,In The Heart of Sydney CBD ! WIFI,2351093,Mirko,,Sydney,-33.864523966237336,151.2075993643738,Entire home/apt,276,3,490,2024-08-22,3.42,1,256,50,PID-STRA-10317
499631,Lugarno Lodge Garden Apartment,2465634,Steven,,Hurstville,-33.98516,151.03709,Entire home/apt,85,14,47,2024-05-14,0.34,1,157,4,PID-STRA-6335
537851,The little Manly getaway :),2642660,Daniel,,Manly,-33.80339,151.28761,Entire home/apt,125,2,267,2024-08-12,1.80,1,37,20,PID-STRA-25926
583321,"Close to famous Bondi Beach ,",2874517,Ross,,Waverley,-33.89092,151.2663,Private room,120,4,177,2024-04-03,1.23,2,277,6,PID-STRA-11480
587669,Magnificent ocean views!,2908016,Bobbie,,Pittwater,-33.60319,151.33141,Entire home/apt,,2,104,2024-06-02,0.83,1,0,7,PID-STRA-25259
591662,Breathtaking iconic Bondi Beach and ocean views,1468090,Rahel,,Waverley,-33.89603,151.27194,Entire home/apt,350,90,55,2020-06-22,0.38,1,30,0,PID-STRA-47127
594776,Light  Room In Coogee near Beach,2938681,Shushann,,Randwick,-33.91346,151.25206,Private room,66,60,28,2024-03-06,0.19,1,153,1,Exempt
616822,Apartment One,3046924,Contemporary Hotels,,Sydney,-33.87773,151.21481,Entire home/apt,123,1,21,2024-08-24,0.20,65,282,5,PID-STRA-22570
619474,Potts Point Apt - Loft on Victoria,1261500,Hugh,,Sydney,-33.87334,151.2224,Entire home/apt,190,7,348,2024-08-19,2.38,5,6,27,PID-STRA-8773
653240,"Double Room, Bondi Junction, Sydney.",125736886,Ruth,,Waverley,-33.89472,151.25282,Private room,98,1,303,2024-08-31,2.13,1,204,31,PID-STRA-2710
664353,Balmain East Charm,2551056,Carolyn,,Leichhardt,-33.85571,151.19177,Entire home/apt,146,3,108,2024-08-13,0.74,1,65,6,PID-STRA-17570-1
701180,Sunny apartment Inner West Sleeps 4,3255027,Antoinette,,Canterbury,-33.90736,151.10974,Entire home/apt,100,90,31,2018-04-03,0.29,1,197,0,
701670,Beautiful Bushland Retreat Sydney,3600837,Maryellen,,Sutherland Shire,-34.04222,151.06819,Entire home/apt,95,90,231,2020-04-29,1.59,2,217,0,
706542,The Green Room,3631357,Marianne,,Warringah,-33.75398,151.26013,Private room,70,3,20,2024-07-10,0.14,5,325,7,PID-STRA-8764
714131,Surry Hills:Luxury Apartment & Pool,3677397,Lili,,Sydney,-33.88683,151.21037,Entire home/apt,93,365,2,2013-03-27,0.01,1,37,0,
718597,Quiet Sustainable Beachside Cottage,3706591,Felicity,,Manly,-33.80175,151.26628,Entire home/apt,209,7,97,2024-08-07,0.68,1,258,22,PID-STRA-17870
725235,Harbourside Apartment in Sydney,3750190,Gary,,Leichhardt,-33.846405029296875,151.185546875,Entire home/apt,230,5,108,2024-09-05,0.75,1,139,6,PID-STRA-6365
731503,Private and Light Airy Room with Valley Views,3631357,Marianne,,Warringah,-33.75531,151.26042,Private room,72,3,39,2024-04-13,0.29,5,176,6,PID-STRA-8764
731529,Goldilocks Small Double Room,3631357,Marianne,,Warringah,-33.75734,151.26062,Private room,65,3,46,2024-06-09,0.38,5,135,10,PID-STRA-8764
745467,Holiday house near the beach in Maroubra.,2532222,Guy,,Randwick,-33.94285,151.25687,Entire home/apt,325,7,18,2024-01-27,0.13,1,26,3,PID-STRA-7828
751568,Boho Terrace Hip Centre Syd,334978,Cc,,Sydney,-33.8983,151.18348,Entire home/apt,235,90,36,2019-01-02,0.25,1,365,0,
761223,Bondi rd. 2br luxury apartment,3742271,Yair,,Waverley,-33.89283,151.26079,Entire home/apt,162,90,54,2019-02-13,0.38,2,90,0,
765619,Northview Villa,3046924,Contemporary Hotels,,Pittwater,-33.594523394904165,151.32403713213967,Entire home/apt,1438,1,23,2024-03-25,0.19,65,336,7,PID-STRA-22770
765765,Beachside Love Shack Bronte,490291,Ingrid,,Waverley,-33.90494,151.26737,Entire home/apt,300,3,61,2024-04-04,0.50,2,219,8,PID-STRA-8957
767295,New Aircon! Spacious & Modern Walk to CBD,3809995,Charlotte,,Sydney,-33.87151,151.22435,Entire home/apt,171,2,531,2024-08-17,3.72,3,189,39,PID-STRA-14807
769833,"Charming 1880s Newtown Terrace, heritage-listed",2424664,Toby,,Marrickville,-33.89731,151.17694,Entire home/apt,120,5,10,2024-02-24,0.07,1,112,1,PID-STRA-36891
771147,Apartment with Water Views,4068265,Daniela,,Mosman,-33.8154,151.24196,Private room,80,90,3,2019-01-30,0.02,1,363,0,
771702,Bright spacious terrace in desirable leafy street,3564414,Paris,,Sydney,-33.89505,151.21252,Private room,55,90,39,2019-11-03,0.27,2,90,0,
775552,Balmoral beach Garden Oasis  Mosman,2650727,Robbie,,Mosman,-33.82532,151.2465,Entire home/apt,209,3,273,2024-07-11,1.92,3,153,21,Exempt
777184,Oxford St Apartment w/ Gym Spa Pool,4098267,Rolmar,,Sydney,-33.87847,151.21367,Entire home/apt,207,14,122,2023-06-09,0.86,1,244,0,PID-STRA-47891
783928,Potts Point Apt - Regents Court A,1261500,Hugh,,Sydney,-33.87255,151.22403,Entire home/apt,180,7,360,2024-08-17,2.58,5,32,33,Exempt
787970,Beach to home in 3 minutes: North Bondi,1596176,Komang,,Waverley,-33.88857,151.28223,Entire home/apt,239,3,91,2024-01-05,0.64,1,142,2,PID-STRA-60205
798517,Private Rooms (3) and Living Space/Bathroom,4214125,Michelle,,Penrith,-33.79721,150.77496,Private room,120,90,4,2018-02-14,0.03,1,365,0,
3870394,Amazing 1 bedroom in Manly's heart!,19989816,Tamila,,Manly,-33.79533,151.28401,Entire home/apt,200,90,3,2018-04-05,0.03,1,92,0,
3872366,Large 5 Bedroom Renovated House in Lilyfield.,17573518,Simon,,Leichhardt,-33.87032,151.16296,Entire home/apt,825,5,21,2024-06-10,0.18,1,346,4,PID-STRA-2412
3880791,Art Deco Bondi Beach Apartment,20062296,Stephanie,,Waverley,-33.88654,151.26768,Entire home/apt,120,90,41,2022-01-02,0.34,1,184,0,
3900144,Amazing iconic Sydney views in the best location.,2460106,Jane,,Sydney,-33.86884,151.22429,Entire home/apt,,3,178,2024-03-24,1.51,1,0,18,Exempt
3917413,Stunning Pittwater Views Offered from Cosy Palm Beach Studio,20293224,Francoise,,Pittwater,-33.60833,151.32808,Entire home/apt,299,1,441,2024-03-30,3.64,1,32,30,Exempt
3919714,Beautiful Family Retreat in Manly,20305199,Belinda,,Manly,-33.80495,151.28456,Entire home/apt,1350,90,0,,,1,365,0,
3924664,Heritage terrace lifestyle location,20331423,Louella,,Waverley,-33.89863,151.24802,Private room,100,90,5,2019-11-26,0.04,1,365,0,
806337,Spacious 3B-room House near Bondi.,4244931,Lisa & Mark,,Woollahra,-33.88548,151.24899,Entire home/apt,271,5,62,2024-01-01,0.51,1,110,1,PID-STRA-27133
813754,Bondi Tamarama Luxury 2B/Apartment Ocean View,4276604,Mike,,Waverley,-33.89724,151.27002,Entire home/apt,800,5,25,2017-03-21,0.18,1,247,0,PID-STRA-58617
813853,Perfect Position on Queen Street,1460480,Karren,,Woollahra,-33.88765,151.24002,Entire home/apt,,5,60,2024-02-23,0.43,1,0,3,PID-STRA-10670-6
820678,Tranquil Newtown Retreat: Private Room with Garden,4277891,Bastian,,Marrickville,-33.90397,151.17374,Private room,89,2,25,2024-08-07,0.25,2,107,17,PID-STRA-43759
822347,STUNNING City Loft Warehouse Apt,2667699,Natacha,,Sydney,-33.89202,151.19521,Entire home/apt,278,3,88,2024-08-19,0.66,1,259,23,PID-STRA-14744
832754,Apartment 15 minutes to City with free parking.,4358703,Galina,,Marrickville,-33.91417,151.15346,Entire home/apt,105,3,255,2024-08-21,1.80,3,99,29,PID-STRA-9991-3
835531,"AMAZING STUDIO, In URBAN OASIS!",1972133,Phillip,,Sydney,-33.87651,151.22685,Entire home/apt,135,21,123,2024-08-18,0.87,11,308,8,PID-STRA-25764
837460,Curl Curl Beach Living,4376496,Don,,Warringah,-33.76897,151.29007,Entire home/apt,485,90,2,2019-01-03,0.02,1,341,0,
837511,"Eastern Beaches, CBD and Parks- Family Friendly",4376844,Joe,,Waverley,-33.89824,151.25349,Entire home/apt,275,3,19,2024-07-09,0.18,2,235,5,PID-STRA-58187
846649,Sea Breeze,4421010,Amy,,Warringah,-33.78347,151.28284,Entire home/apt,150,3,62,2024-08-31,0.52,1,172,23,PID-STRA-50809
846882,Quiet double room w/ new ensuite in Surry Hills,4392096,Lara,,Sydney,-33.89017,151.21611,Private room,180,1,71,2024-06-21,0.50,1,31,6,PID-STRA-39786
847003,Sydney: Darling Point Penthouse,2577380,Louise,,Woollahra,-33.87705,151.23272,Entire home/apt,634,3,269,2024-07-31,1.89,1,317,17,PID-STRA-25966
848819,Fully Furnished Studio - Central in Manly,4090509,George,,Manly,-33.797062,151.286627,Entire home/apt,190,3,13,2024-08-24,2.14,1,134,13,PID-STRA-62379
858233,Manly Holiday Rentals - One Bedroom Apartment,4491009,Tony,,Manly,-33.7953,151.28736,Entire home/apt,209,3,69,2024-04-12,0.49,2,3,13,PID-STRA-7169-1
866422,"Studio Apartment@Manly Beach,Sydney",4551885,Kirsti,,Manly,-33.79609,151.28624,Entire home/apt,191,1,243,2024-08-10,1.77,2,89,21,PID-STRA-11404
871059,Apartment on Balmoral Beach Hill,1624979,James,,Mosman,-33.82221,151.24368,Entire home/apt,282,1,375,2024-08-30,2.65,1,213,67,PID-STRA-17912
873817,Quirky Way  artist's house,2198824,Skye,,Leichhardt,-33.86449,151.17325,Entire home/apt,269,4,72,2024-02-20,0.54,2,274,2,PID-STRA-13935
880594,Jacaranda self-contained accommodation near Manly,4657452,Alison,,Manly,-33.79284,151.25695,Entire home/apt,,4,79,2024-03-13,0.62,1,5,4,PID-STRA-6963
880940,Large Queen Studio with Private Entrance,4660343,Sue,,Hunters Hill,-33.83066,151.13443,Private room,133,2,174,2024-08-14,1.23,1,301,16,Exempt
883062,Sunny self contained LOFT near Bondi - AC + Aspect,4674300,Rick,,Waverley,-33.87812,151.28016,Private room,129,3,120,2024-04-13,0.91,1,127,14,PID-STRA-10235
885875,Sydney Inner City sunny aspect room,4696375,Jerry,,Sydney,-33.89542,151.20915,Private room,160,1,160,2024-03-24,1.13,1,307,9,PID-STRA-14294
894042,Fairlight Villa,4757350,Jill,,Manly,-33.7934,151.27906,Entire home/apt,550,7,26,2024-02-29,0.29,1,265,3,Exempt
894233,North Sydney Unit With A Water View,4760016,Benjamin,,North Sydney,-33.84462,151.20502,Entire home/apt,999,90,35,2016-03-26,0.25,2,177,0,
908809,Luxurious Penthouse Room in Manly with Water Views,4871762,Cheryl,,Manly,-33.79735,151.27686,Private room,139,2,333,2024-07-07,2.38,1,114,37,PID-STRA-3133-1
910871,"bright, comfortable family home",4887010,Kerry,,Manly,-33.80811,151.26688,Entire home/apt,360,90,7,2023-08-15,0.06,1,358,0,PID-STRA-13628
910981,Ultimate Beach Lifestyle Apartment,4759578,Naomi,,Manly,-33.80079,151.2872,Entire home/apt,180,30,23,2024-01-20,0.18,1,153,1,PID-STRA-23905
915054,Cottage Point - Paradise Found,4912002,Moshe,,Warringah,-33.61778,151.20291,Entire home/apt,1050,2,66,2023-08-05,0.48,1,341,0,PID-STRA-4414
918892,Villa at Narrabeen on the Northern Beaches Sydney,4915883,Elizabeth,,Warringah,-33.71344757080078,151.29974365234375,Entire home/apt,275,7,10,2024-01-01,0.07,2,362,1,PID-STRA-2231
923880,IMMACULATE FURNISHED 1 BEDROOM NEAR COOGEE BEACH,4969200,Jasmin,,Randwick,-33.92501,151.24168,Entire home/apt,180,14,25,2024-03-22,0.22,1,41,5,PID-STRA-61634
929853,Modern Stylish Bondi Apartment,5007351,Amy-Louise,,Woollahra,-33.88912,151.25643,Entire home/apt,309,90,6,2014-03-15,0.04,1,365,0,
934398,European style boutique BnB,5040528,George,,Sydney,-33.87444,151.22502,Private room,181,3,7,2023-02-27,0.10,1,0,0,Exempt
934543,"Private, quiet, boutique home 2 BR",5041727,Linda,,Manly,-33.79261,151.27953,Entire home/apt,200,3,87,2024-08-17,0.74,2,22,13,PID-STRA-3076
941485,Balmain Birchgrove waterfront home,330564,Mimi,,Leichhardt,-33.84683,151.18568,Private room,,3,3,2024-05-15,0.03,7,0,1,Exempt
941603,"Waterside Apartment at Putney, N.S.W.",5091457,Stephanie,,Ryde,-33.82926,151.10707,Entire home/apt,185,2,132,2024-06-03,0.95,1,41,18,PID-STRA-3979
944360,Elegant Loft in Converted Farmhouse,5112319,Sarah,,Sydney,-33.892669677734375,151.21517944335938,Entire home/apt,226,3,158,2024-08-13,1.13,1,161,17,PID-STRA-4882-2
948716,"Oasis By the Sea. Manly, Sydney. Fab. Location.",4915883,Elizabeth,,Manly,-33.79646682739258,151.28732299804688,Entire home/apt,275,60,5,2024-03-07,0.05,2,362,1,PID-STRA-2235-1
949950,Bright and beautiful loft in prime location!,2311627,Nicole,,Sydney,-33.87629,151.22771,Entire home/apt,181,3,27,2024-08-17,0.19,1,89,7,PID-STRA-31726
1004303,Bondi White House Tamarama Bronte,5538896,Kirsty,,Waverley,-33.89737,151.26514,Entire home/apt,264,1,19,2024-04-26,0.94,1,30,9,PID-STRA-5543
1014544,"Modern room, central Surry Hills",1817516,Micky,,Sydney,-33.88243,151.21281,Private room,,90,85,2019-12-03,0.64,2,78,0,PID-STRA-38325
1018623,Designer Warehouse Apartment Sydney (walk to city),3775524,Marcus,,Sydney,-33.876984467530455,151.22802791045012,Entire home/apt,465,7,61,2024-08-16,0.45,1,357,4,PID-STRA-1413
1039949,Art Deco Boutique with a BelleView,5710427,Vanessa,,Waverley,-33.89519,151.25087,Entire home/apt,213,4,14,2024-04-07,0.11,1,243,1,PID-STRA-64703
1051820,Lovely Sydney Harbour Apartment,5789401,Joanne,,Manly,-33.79598,151.27331,Entire home/apt,450,7,11,2019-05-25,0.08,1,230,0,PID-STRA-47764
1051911,Tree Topz by Beach Stays,24721535,Beach Stays,,Pittwater,-33.64227443818227,151.31101765330573,Entire home/apt,657,3,19,2024-03-30,0.16,62,341,5,PID-STRA-21277
1054789,Cozy Lounge Room,5808874,Ezel,,Rockdale,-33.93483,151.14582,Private room,60,1,54,2024-08-28,10.19,3,157,54,Exempt
1060530,"Cremorne , Sydney, NSW, private rooms",5776669,Christopher,,North Sydney,-33.82662,151.22635,Private room,85,90,89,2020-03-01,0.68,1,364,0,
1077610,"Sunny Victorian terrace nr city,uni",5929805,Alda,,Marrickville,-33.89536,151.16832,Entire home/apt,115,7,52,2024-06-25,0.40,1,32,3,PID-STRA-22600-3
1100380,"Fabulous location, fabulous place",6044810,Trevor,,Sydney,-33.88,151.21137,Entire home/apt,210,2,29,2019-02-16,0.29,1,95,0,PID-STRA-67379
1111328,"Large, modern, split level 2Bed+2Bath+Pool+Beach",2288917,Matt,,Randwick,-33.941822114315364,151.237881577719,Entire home/apt,140,10,15,2023-09-01,0.17,1,222,0,PID-STRA-49216
1125557,LUXURY BEACHFRONT APARTMENT,8402583,Janice,,Sutherland Shire,-34.04825,151.15622,Private room,196,7,43,2024-01-06,0.38,1,158,2,PID-STRA-22786
1130697,Room trendy inner city mod house Rozelle/Balmain,6172276,Adam,,Leichhardt,-33.86784,151.17109,Private room,85,90,27,2023-06-11,0.20,2,365,0,PID-STRA-48949
1130919,Coogee Beach House,4813247,Kristin,,Randwick,-33.91546,151.25433,Entire home/apt,900,7,12,2023-12-27,0.15,1,347,1,PID-STRA-5749
1131054,Executive Luxury design Apartment,6205300,Sarah,,Woollahra,-33.88902,151.2368,Entire home/apt,450,3,51,2024-08-29,0.38,2,356,7,PID-STRA-22663
1139616,Epping -Heritage home close to station.,8544847,Julie,,Parramatta,-33.776134,151.080627,Private room,80,4,49,2024-07-12,0.37,1,324,9,Exempt
1141803,unique pied-à-terre in surry hills,97616,Marcella,,Sydney,-33.88706,151.21403,Entire home/apt,329,4,116,2024-08-19,0.96,1,60,24,PID-STRA-14453-3
1142027,Family-Friendly Victorian Townhouse,6262522,M&A,,Sydney,-33.87857,151.18716,Entire home/apt,550,3,28,2018-06-17,0.23,1,243,0,PID-STRA-59907
1145502,Stunning harbour view apartment,6281148,Jackie,,North Sydney,-33.84081,151.2271,Entire home/apt,800,7,2,2023-01-02,0.02,1,30,0,PID-STRA-21968-3
1145571,Room trendy inner city mod house Rozelle/Balmain,6172276,Adam,,Leichhardt,-33.86572,151.17114,Private room,85,90,3,2023-03-19,0.02,2,365,0,PID-STRA-48949
1164589,Pittwater Boat House,6379641,Tony,,Pittwater,-33.63822,151.30944,Entire home/apt,436,2,443,2024-08-19,3.28,1,310,70,PID-STRA-20737
1168005,"Beach views, Family-friendly, Spacious, Relaxing",6396861,Toni & Victor,,Warringah,-33.75415,151.26811,Entire home/apt,300,30,39,2021-06-04,0.29,1,94,0,PID-STRA-49888
1180462,Bondi Holiday Home with Garden,6398768,Doma Homes,,Waverley,-33.885284423828125,151.28309631347656,Entire home/apt,448,2,24,2024-08-19,0.18,1,291,2,PID-STRA-22136
1181214,Huge amazing art-filled Annandale warehouse,6462282,Jessie,,Leichhardt,-33.885799407958984,151.17166137695312,Entire home/apt,319,5,59,2024-08-18,0.59,1,291,16,PID-STRA-39375
1188276,Spacious and bright art deco close to the  beach,6496994,Grisel,,Waverley,-33.88612,151.26979,Entire home/apt,180,3,18,2023-01-01,0.14,2,164,0,PID-STRA-9999
1211041,Beautiful and homely home in Maroubra!,6613002,Li,,Randwick,-33.9406,151.23635,Entire home/apt,270,91,17,2019-07-21,0.13,1,358,0,
1218594,BONDI HAVEN- CHIC 2 BEDROOM APARTMENT,6266484,Ritchi,,Waverley,-33.88662,151.26954,Entire home/apt,226,3,151,2024-08-19,1.12,1,87,17,PID-STRA-23744
1243792,Great studio next to Carriageworks,6779186,Heather,,Sydney,-33.89681,151.18734,Entire home/apt,152,5,542,2024-09-03,4.02,1,89,49,PID-STRA-6881-2
1276799,Avalon Beach Retreat,6949862,David,,Pittwater,-33.63125,151.33583,Entire home/apt,550,2,87,2024-06-02,0.67,2,296,17,PID-STRA-2430-2
1280717,Double Bay Executive Stay,113874,Bondi Beach Holiday Homes,,Woollahra,-33.87649,151.24678,Entire home/apt,246,90,58,2021-12-20,0.45,42,297,0,PID-STRA-18637
1314482,Well connected oasis,6435318,Uldis,,Waverley,-33.89916,151.24948,Entire home/apt,180,90,27,2017-02-13,0.20,1,179,0,
1317388,Avalon Beach Break,6949862,David,,Pittwater,-33.63134,151.33437,Entire home/apt,295,2,58,2024-04-06,0.55,2,206,3,PID-STRA-2430-1
1317556,Cosy Private Room - Potts Point,1038573,Tais,,Sydney,-33.86665,151.22503,Private room,98,90,15,2015-05-25,0.11,1,365,0,
1321603,Very special island bed and brunch,7101594,Ann,,Hornsby,-33.53665,151.23909,Private room,200,1,66,2024-07-28,0.49,1,359,5,PID-STRA-7886
1336819,"Great 'apartment', minutes to city",5128250,Merrilyn,,Sydney,-33.8819,151.17866,Entire home/apt,128,2,188,2024-07-26,1.40,1,209,28,
1383673,"The Wharf Apartments, Woolloomooloo",7490987,Matthew,,Sydney,-33.86989,151.2195,Entire home/apt,200,90,0,,,1,90,0,
1394532,KT 1   inner city ( house ),3564414,Paris,,Sydney,-33.89505,151.21252,Private room,55,90,30,2017-02-23,0.22,2,90,0,
1394990,Modern apartment in heart of Sydney,7539151,Holly,,Sydney,-33.87245,151.21646,Entire home/apt,450,2,52,2024-08-12,0.39,1,148,12,PID-STRA-45451
1408891,Glebe 2 Bd   city views /parking,7598416,Penny,,Sydney,-33.8784,151.18658,Entire home/apt,323,90,12,2020-01-03,0.09,1,365,0,
1409169,Modern Beach House close to the beach,7600155,Jason,,Warringah,-33.7619514465332,151.2977294921875,Entire home/apt,1650,7,2,2020-01-03,0.02,1,136,0,PID-STRA-13538
1451160,Peaceful Art Deco Sanctuary in Paddington,7787633,Jorge,,Sydney,-33.87828,151.21869,Entire home/apt,349,2,38,2024-01-02,0.29,1,355,2,PID-STRA-20319
